timestamp,high,low,bid,ask,last,open,vwap,volume
1525952871,9393.00000000,9179.98000000,9322.00,9337.99,9329.40,9308.49,9299.07,8678.90015492
1525952880,9393.00000000,9179.98000000,9324.74,9329.86,9337.40,9308.49,9299.07,8678.29429216
1525952890,9393.00000000,9179.98000000,9323.89,9335.18,9329.86,9308.49,9299.13,8672.77747484
1525952899,9393.00000000,9179.98000000,9322.00,9330.18,9335.30,9308.49,9299.16,8669.62596904
1525952910,9393.00000000,9179.98000000,9322.97,9334.93,9322.43,9308.49,9299.16,8669.60547173
1525952923,9393.00000000,9179.98000000,9322.10,9331.02,9330.18,9308.49,9299.16,8669.63496654
1525952932,9393.00000000,9179.98000000,9322.67,9335.31,9322.67,9308.49,9299.16,8670.63496654
1525952942,9393.00000000,9179.98000000,9323.00,9324.73,9322.16,9308.49,9299.16,8670.65124837
1525952953,9393.00000000,9179.98000000,9323.00,9333.04,9323.00,9308.49,9299.17,8669.71338433
1525952962,9393.00000000,9179.98000000,9323.00,9333.03,9333.04,9308.49,9299.19,8668.38798953
1525952973,9393.00000000,9179.98000000,9323.00,9334.67,9335.20,9308.49,9299.2,8667.47937265
1525952985,9393.00000000,9179.98000000,9323.00,9328.64,9323.00,9308.49,9299.2,8667.43954370
1525952995,9393.00000000,9179.98000000,9323.00,9328.64,9328.64,9308.49,9299.2,8668.00244275
1525953006,9393.00000000,9179.98000000,9323.00,9328.64,9323.00,9308.49,9299.21,8668.10536179
1525953017,9393.00000000,9179.98000000,9323.00,9328.64,9323.00,9308.49,9299.21,8667.35327011
1525953026,9393.00000000,9179.98000000,9323.00,9328.64,9328.64,9308.49,9299.22,8667.08398600
1525953039,9393.00000000,9179.98000000,9323.43,9328.64,9328.64,9308.49,9299.22,8667.25284064
1525953051,9393.00000000,9179.98000000,9323.44,9328.64,9323.44,9308.49,9299.22,8667.26793678
1525953060,9393.00000000,9179.98000000,9323.44,9328.64,9328.64,9308.49,9299.27,8662.10972314
1525953069,9393.00000000,9179.98000000,9330.82,9338.80,9330.82,9308.49,9299.28,8665.06046617
1525953079,9393.00000000,9179.98000000,9332.06,9333.91,9333.91,9308.49,9299.33,8676.03312365
1525953091,9393.00000000,9179.98000000,9332.06,9335.52,9335.52,9308.49,9299.37,8671.72322437
1525953099,9393.00000000,9179.98000000,9326.42,9332.26,9326.42,9308.49,9299.37,8671.87547298
1525953110,9393.00000000,9179.98000000,9326.43,9332.94,9330.19,9308.49,9299.39,8673.86727705
1525953122,9393.00000000,9179.98000000,9326.42,9330.76,9326.43,9308.49,9299.39,8673.31211462
1525953132,9393.00000000,9179.98000000,9326.42,9330.75,9330.75,9308.49,9299.4,8673.46394152
1525953141,9393.00000000,9179.98000000,9326.42,9330.75,9330.75,9308.49,9299.4,8673.18881127
1525953152,9393.00000000,9179.98000000,9326.42,9330.75,9326.42,9308.49,9299.4,8672.89058211
1525953164,9393.00000000,9179.98000000,9326.43,9330.76,9330.76,9308.49,9299.44,8669.90132288
1525953175,9393.00000000,9179.98000000,9326.43,9330.00,9326.43,9308.49,9299.44,8670.98599501
1525953184,9393.00000000,9179.98000000,9325.72,9326.42,9326.43,9308.49,9299.44,8671.98158660
1525953195,9393.00000000,9179.98000000,9327.70,9338.56,9330.00,9308.49,9299.47,8677.49721969
1525953208,9393.00000000,9179.98000000,9329.11,9340.41,9330.38,9308.49,9299.5,8675.46376108
1525953218,9393.00000000,9179.98000000,9329.13,9340.65,9340.65,9308.49,9299.5,8674.82651962
1525953228,9393.00000000,9179.98000000,9329.91,9340.99,9329.29,9308.49,9299.67,8658.75068419
1525953237,9393.00000000,9179.98000000,9329.11,9340.89,9329.29,9308.49,9299.75,8650.70147497
1525953247,9393.00000000,9179.98000000,9330.29,9340.99,9330.29,9308.49,9299.85,8639.62435183
1525953259,9393.00000000,9179.98000000,9327.78,9340.00,9323.52,9308.49,9299.86,8639.54660445
1525953269,9393.00000000,9179.98000000,9327.09,9332.61,9327.99,9308.49,9299.86,8639.57819584
1525953279,9393.00000000,9179.98000000,9329.72,9332.89,9332.89,9308.49,9299.88,8643.13829036
1525953289,9393.00000000,9179.98000000,9327.21,9332.89,9332.89,9308.49,9299.88,8642.94998187
1525953300,9393.00000000,9179.98000000,9323.97,9330.30,9327.20,9308.49,9299.89,8643.90373944
1525953309,9393.00000000,9179.98000000,9325.89,9330.29,9325.89,9308.49,9299.89,8643.86757954
1525953323,9393.00000000,9179.98000000,9324.47,9330.29,9325.89,9308.49,9299.89,8643.72268373
1525953331,9393.00000000,9179.98000000,9323.11,9330.29,9330.29,9308.49,9299.97,8635.38769811
1525953344,9393.00000000,9179.98000000,9324.35,9332.00,9324.87,9308.49,9299.98,8637.55405761
1525953352,9393.00000000,9179.98000000,9323.72,9331.99,9323.72,9308.49,9299.99,8635.96688673
1525953365,9393.00000000,9179.98000000,9323.00,9332.00,9323.00,9308.49,9299.99,8635.96510633
1525953373,9393.00000000,9179.98000000,9323.00,9331.00,9331.00,9308.49,9300.0,8635.76444176
1525953383,9393.00000000,9179.98000000,9322.19,9331.00,9331.00,9308.49,9300.0,8636.08086361
1525953394,9393.00000000,9179.98000000,9322.19,9330.99,9330.99,9308.49,9300.0,8635.84516280
1525953406,9393.00000000,9179.98000000,9322.19,9330.99,9330.99,9308.49,9300.0,8636.06087570
1525953417,9393.00000000,9179.98000000,9323.51,9331.00,9331.00,9308.49,9300.01,8636.71955462
