timestamp,high,low,bid,ask,last,open,vwap,volume
1525138136,9443.96000000,8865.20000000,8929.71,8934.58,8929.71,9243.51,9193.67,10734.47629291
1525138148,9443.96000000,8865.20000000,8929.00,8934.58,8934.58,9243.51,9193.65,10735.15659113
1525138158,9443.96000000,8865.20000000,8934.63,8944.69,8944.70,9243.51,9193.55,10739.38986106
1525138165,9443.96000000,8865.20000000,8936.82,8948.22,8936.82,9243.51,9193.54,10739.64801518
1525138176,9443.96000000,8865.20000000,8939.00,8948.96,8941.71,9243.51,9193.52,10740.53167775
1525138189,9443.96000000,8865.20000000,8948.93,8948.99,8949.00,9243.51,9193.47,10740.96006798
1525138201,9443.96000000,8865.20000000,8941.60,8948.99,8941.60,9243.51,9193.46,10741.19114076
1525138212,9443.96000000,8865.20000000,8937.57,8948.99,8948.99,9243.51,9193.42,10741.67007251
1525138220,9443.96000000,8865.20000000,8944.79,8948.99,8948.99,9243.51,9193.41,10742.00293769
1525138229,9443.96000000,8865.20000000,8944.81,8948.99,8948.99,9243.51,9193.36,10744.28531297
1525138241,9443.96000000,8865.20000000,8945.38,8949.00,8945.37,9243.51,9193.35,10744.36358211
1525138250,9443.96000000,8865.20000000,8954.89,8959.97,8955.51,9243.51,9192.61,10777.24645640
1525138264,9443.96000000,8865.20000000,8959.03,8959.57,8959.57,9243.51,9192.5,10782.37572712
1525138272,9443.96000000,8865.20000000,8959.02,8959.57,8959.57,9243.51,9192.48,10783.27099019
1525138284,9443.96000000,8865.20000000,8968.54,8970.40,8970.40,9243.51,9192.16,10798.10269509
1525138296,9443.96000000,8865.20000000,8979.35,8980.10,8979.35,9243.51,9191.94,10808.73041170
1525138307,9443.96000000,8865.20000000,8982.71,8983.93,8983.83,9243.51,9191.74,10819.06948446
1525138316,9443.96000000,8865.20000000,8978.87,8982.71,8978.87,9243.51,9191.74,10819.19931529
1525138326,9443.96000000,8865.20000000,8978.87,8983.92,8978.87,9243.51,9191.57,10827.68570190
1525138334,9443.96000000,8865.20000000,8977.07,8979.59,8980.00,9243.51,9191.52,10830.46696706
1525138347,9443.96000000,8865.20000000,8970.22,8974.57,8979.58,9243.51,9191.45,10834.11313665
1525138355,9443.96000000,8865.20000000,8971.34,8979.59,8975.23,9243.51,9191.42,10835.52315474
1525138367,9443.96000000,8865.20000000,8970.14,8981.90,8982.44,9243.51,9191.41,10835.47486386
1525138379,9443.96000000,8865.20000000,8972.54,8974.59,8972.54,9243.51,9191.25,10843.86094093
1525138387,9443.96000000,8865.20000000,8967.30,8974.59,8965.53,9243.51,9191.09,10851.65909863
1525138400,9443.96000000,8865.20000000,8966.60,8975.08,8978.62,9243.51,9191.0,10855.86833921
1525138410,9443.96000000,8865.20000000,8964.99,8972.67,8964.99,9243.51,9190.99,10856.03960543
1525138421,9443.96000000,8865.20000000,8964.28,8965.64,8964.28,9243.51,9190.98,10856.60230687
1525138432,9443.96000000,8865.20000000,8961.54,8969.38,8970.04,9243.51,9190.94,10855.52030200
