timestamp,high,low,bid,ask,last,open,vwap,volume
1525533241,9948.98000000,9562.60000000,9912.48,9922.67,9914.27,9689.0,9788.36,6402.50779538
1525533251,9948.98000000,9562.60000000,9912.51,9922.64,9922.63,9689.0,9788.37,6402.46684379
1525533262,9948.98000000,9562.60000000,9912.48,9919.30,9922.63,9689.0,9788.37,6402.45784698
1525533274,9948.98000000,9562.60000000,9909.33,9913.39,9913.40,9689.0,9788.38,6402.83852837
1525533283,9948.98000000,9562.60000000,9904.75,9912.44,9904.74,9689.0,9788.38,6403.19505700
1525533297,9948.98000000,9562.60000000,9905.12,9912.46,9905.61,9689.0,9788.49,6400.99374961
1525533306,9948.98000000,9562.60000000,9907.13,9912.45,9912.45,9689.0,9788.5,6400.83414675
1525533315,9948.98000000,9562.60000000,9907.72,9912.99,9907.70,9689.0,9788.5,6400.87840779
1525533327,9948.98000000,9562.60000000,9910.02,9914.99,9909.71,9689.0,9788.5,6400.88723701
1525533341,9948.98000000,9562.60000000,9910.10,9915.98,9910.07,9689.0,9788.5,6400.79335195
1525533352,9948.98000000,9562.60000000,9908.51,9915.98,9910.07,9689.0,9788.5,6400.71135195
1525533362,9948.98000000,9562.60000000,9907.73,9915.98,9907.70,9689.0,9788.51,6401.32683687
1525533370,9948.98000000,9562.60000000,9907.58,9915.97,9915.98,9689.0,9788.51,6401.34060887
1525533383,9948.98000000,9562.60000000,9907.58,9915.84,9915.96,9689.0,9788.52,6401.00250077
1525533395,9948.98000000,9562.60000000,9907.60,9915.96,9915.96,9689.0,9788.52,6401.00250077
1525533403,9948.98000000,9562.60000000,9908.36,9915.94,9915.95,9689.0,9788.53,6400.71269845
1525533416,9948.98000000,9562.60000000,9911.00,9915.95,9915.95,9689.0,9788.53,6400.71269845
1525533426,9948.98000000,9562.60000000,9913.95,9915.86,9915.45,9689.0,9788.55,6399.71704666
1525533436,9948.98000000,9562.60000000,9913.95,9917.97,9917.73,9689.0,9788.59,6401.72961102
1525533447,9948.98000000,9562.60000000,9913.95,9917.98,9917.97,9689.0,9788.6,6401.87622302
1525533459,9948.98000000,9562.60000000,9913.96,9917.97,9917.97,9689.0,9788.6,6401.87622302
1525533469,9948.98000000,9562.60000000,9913.96,9917.97,9917.97,9689.0,9788.6,6401.86999610
1525533481,9948.98000000,9562.60000000,9913.96,9917.98,9917.97,9689.0,9788.6,6401.74013209
1525533492,9948.98000000,9562.60000000,9917.97,9917.98,9917.97,9689.0,9788.65,6401.55094870
1525533501,9948.98000000,9562.60000000,9913.97,9922.84,9922.84,9689.0,9788.69,6403.56411802
1525533513,9948.98000000,9562.60000000,9913.97,9922.84,9922.84,9689.0,9788.7,6403.03556354
1525533523,9948.98000000,9562.60000000,9913.95,9922.84,9922.84,9689.0,9788.71,6403.03137024
1525533537,9948.98000000,9562.60000000,9920.00,9922.75,9920.00,9689.0,9788.77,6400.80421383
1525533548,9948.98000000,9562.60000000,9920.00,9922.81,9922.81,9689.0,9788.82,6398.93943405
1525533556,9948.98000000,9562.60000000,9907.88,9916.81,9916.81,9689.0,9788.86,6398.67057318
1525533569,9948.98000000,9562.60000000,9907.58,9917.14,9916.76,9689.0,9789.0,6393.18893421
1525533578,9948.98000000,9562.60000000,9907.58,9916.80,9916.81,9689.0,9789.04,6391.71967680
1525533589,9948.98000000,9562.60000000,9907.58,9917.12,9916.81,9689.0,9789.25,6382.89293307
1525533602,9948.98000000,9562.60000000,9907.60,9917.60,9917.69,9689.0,9789.29,6381.86959950
1525533613,9948.98000000,9562.60000000,9907.60,9917.80,9907.60,9689.0,9789.36,6379.10719549
1525533623,9948.98000000,9562.60000000,9907.61,9917.79,9908.37,9689.0,9789.36,6379.27278512
1525533634,9948.98000000,9562.60000000,9907.68,9917.79,9907.94,9689.0,9789.36,6379.11642530
1525533646,9948.98000000,9562.60000000,9908.65,9917.79,9917.79,9689.0,9789.37,6379.14660480
1525533654,9948.98000000,9562.60000000,9908.80,9919.96,9920.00,9689.0,9789.37,6379.04630930
1525533667,9948.98000000,9562.60000000,9909.01,9919.99,9919.99,9689.0,9789.38,6378.73587622
1525533678,9948.98000000,9562.60000000,9909.60,9919.29,9919.99,9689.0,9789.41,6377.46335492
1525533689,9948.98000000,9562.60000000,9909.75,9919.30,9919.30,9689.0,9789.42,6377.12006385
1525533701,9948.98000000,9562.60000000,9910.31,9919.30,9910.00,9689.0,9789.5,6374.05380754
1525533708,9948.98000000,9562.60000000,9910.55,9919.30,9910.00,9689.0,9789.71,6365.74491149
1525533721,9948.98000000,9562.60000000,9919.29,9919.99,9919.99,9689.0,9789.89,6358.92515553
1525533734,9948.98000000,9562.60000000,9911.31,9919.99,9911.30,9689.0,9789.9,6358.63298489
1525533742,9948.98000000,9562.60000000,9910.72,9919.98,9919.99,9689.0,9789.9,6358.71730419
1525533754,9948.98000000,9562.60000000,9911.36,9919.98,9919.99,9689.0,9790.03,6353.85906359
1525533765,9948.98000000,9562.60000000,9911.38,9919.55,9919.67,9689.0,9790.14,6349.75637017
1525533777,9948.98000000,9562.60000000,9911.18,9919.98,9919.98,9689.0,9790.15,6349.50326843
1525533787,9948.98000000,9562.60000000,9911.43,9919.98,9919.98,9689.0,9790.18,6348.55624971
1525533800,9948.98000000,9562.60000000,9911.49,9919.78,9919.98,9689.0,9790.32,6342.80389435
1525533810,9948.98000000,9562.60000000,9911.42,9919.60,9919.98,9689.0,9790.33,6342.72861819
1525533821,9948.98000000,9562.60000000,9911.84,9924.10,9924.10,9689.0,9790.33,6342.95691646
1525533832,9948.98000000,9562.60000000,9911.88,9923.91,9924.10,9689.0,9790.34,6342.67089462
1525533840,9948.98000000,9562.60000000,9911.88,9923.91,9924.10,9689.0,9790.38,6340.78435836
1525533853,9948.98000000,9562.60000000,9911.89,9916.84,9911.89,9689.0,9790.38,6340.80226336
1525533865,9948.98000000,9562.60000000,9911.89,9916.84,9911.89,9689.0,9790.67,6329.57854550
1525533875,9948.98000000,9562.60000000,9909.93,9916.84,9916.84,9689.0,9790.69,6328.77011280
1525533886,9948.98000000,9562.60000000,9911.91,9916.84,9916.84,9689.0,9790.69,6328.74373702
1525533897,9948.98000000,9562.60000000,9911.91,9916.84,9916.84,9689.0,9790.69,6328.73991676
1525533906,9948.98000000,9562.60000000,9910.13,9916.84,9916.84,9689.0,9790.71,6328.02127080
1525533917,9948.98000000,9562.60000000,9912.67,9916.84,9916.84,9689.0,9790.8,6330.27953247
1525533931,9948.98000000,9562.60000000,9914.83,9916.84,9916.84,9689.0,9790.8,6330.29833317
1525533938,9948.98000000,9562.60000000,9912.23,9915.00,9914.86,9689.0,9790.8,6330.31270317
1525533952,9948.98000000,9562.60000000,9912.82,9915.00,9912.82,9689.0,9791.06,6320.13013111
1525533961,9948.98000000,9562.60000000,9914.87,9918.44,9916.99,9689.0,9791.1,6320.50896011
1525533971,9948.98000000,9562.60000000,9914.88,9923.70,9920.92,9689.0,9791.1,6320.35562149
