	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-10 07:46:04	0.540648557220495	447	7563.091722595078
1	2018-05-10 08:00:00	0.5445816697420592	2061	6024.91557496361
2	2018-05-10 09:00:00	0.5523518109695509	2195	7403.01548974943
3	2018-05-10 10:00:00	0.5480571282823335	2166	8245.106648199446
4	2018-05-10 11:00:00	0.5478287379269426	1996	7361.009018036072
5	2018-05-10 12:00:00	0.5481110144578051	2258	6654.054472984943
6	2018-05-10 13:00:00	0.5525227323459935	877	9056.290763968072
