	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-01 01:31:34	0.545299477871906	768	9208.747395833334
1	2018-05-01 02:00:00	0.5468848547761386	1721	10090.417780360256
2	2018-05-01 03:00:00	0.5508838636857667	1553	10643.924661944624
3	2018-05-01 04:00:00	0.5780092592592593	16	66.75
