	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-10 13:19:59	0.5548038211857774	1870	8167.935294117647
1	2018-05-10 14:00:00	0.5497522650730815	2710	9049.329889298893
2	2018-05-10 15:00:00	0.5499569027740793	2569	7497.9684702218765
3	2018-05-10 16:00:00	0.5492576062192553	2589	9259.366164542294
4	2018-05-10 17:00:00	0.5499335950351032	1567	9832.41671984684
