	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-09 14:19:39	0.5481998961558663	1866	8175.752411575562
1	2018-05-09 15:00:00	0.5510494051646625	2995	9814.130550918197
2	2018-05-09 16:00:00	0.5513955573212104	2731	9918.401684364702
3	2018-05-09 17:00:00	0.5540546404995652	2413	9689.413593037712
4	2018-05-09 18:00:00	0.5572297499975487	1995	8956.45664160401
