	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-08 15:22:41	0.5478896219130377	1812	8653.91114790287
1	2018-05-08 16:00:00	0.5493470405562076	2818	9663.291696238466
2	2018-05-08 17:00:00	0.5507539560560943	2707	9213.72995936461
3	2018-05-08 18:00:00	0.5507359377818368	2320	9394.982327586207
4	2018-05-08 19:00:00	0.5423542136450294	2094	9794.934574976121
5	2018-05-08 20:00:00	0.5398080899837926	249	10991.0
