	Timeframe	Sentiment	NumberOfTweets	AverageFavourites
0	2018-05-09 09:23:42	0.5477794846078469	1248	8392.101762820514
1	2018-05-09 10:00:00	0.5490047843334918	2177	7632.790996784566
2	2018-05-09 11:00:00	0.54872050107844	2351	8271.445342407485
3	2018-05-09 12:00:00	0.5397035151641031	2479	7392.063331988705
4	2018-05-09 13:00:00	0.5464193167376492	2780	8462.507553956835
5	2018-05-09 14:00:00	0.5477267843339735	965	8237.979274611398
